X,Y,OBJECTID,NCESSCH,NMCNTY,SURVYEAR,STABR,LEAID,ST_LEAID,LEA_NAME,SCH_NAME,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,GSLO,GSHI,VIRTUAL,TOTFRL,FRELCH,REDLCH,PK,KG,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,TOTAL,MEMBER,AM,HI,BL,WH,HP,TR,FTE,LATCOD,LONCOD,ULOCALE,STUTERATIO,STITLEI,AMALM,AMALF,ASALM,ASALF,HIALM,HIALF,BLALM,BLALF,WHALM,WHALF,HPALM,HPALF,TRALM,TRALF,TOTMENROL,TOTFENROL,STATUS,UG,AE,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,SCHOOL_LEVEL,AS,CHARTER_TEXT,MAGNET_TEXT
-82.5797244,32.19361884,19455,1.30375E+11,Montgomery County,2017-2018,GA,1303750,GA-703,Montgomery County,Montgomery County Elementary School,900 Martin Luther King Dr,,,Ailey,GA,30410,    ,(912)583-2279,PK,5,Not a virtual school,453,453,0,47,67,72,54,72,69,72,,,,,,,,,453,453,1,65,141,209,1,32,30.70000076,32.193625,-82.579728,42-Rural: Distant,14.76,Yes,1,0,3,1,31,34,83,58,102,107,1,0,14,18,235,218,1,,,Regular school,Currently operational ,Elementary,4,No,No
-84.21271291,32.55429182,19456,1.3048E+11,Taylor County,2017-2018,GA,1304800,GA-733,Taylor County,Taylor County Primary School,56 McDowell St,,,Butler,GA,31006,    ,(478)862-4855,KG,2,Not a virtual school,271,271,0,,100,97,105,,,,,,,,,,,,302,302,1,5,139,147,0,9,23,32.554298,-84.212717,43-Rural: Remote,13.13,Yes,0,1,0,1,1,4,77,62,74,73,0,0,5,4,157,145,1,,,Regular school,Currently operational ,Elementary,1,No,No
-82.86228132,32.04841288,19457,1.30483E+11,Telfair County,2017-2018,GA,1304830,GA-734,Telfair County,Telfair County Elementary,532 E Oak St,,,Mc Rae Helena,GA,31055,    ,(229)868-7483,PK,5,Not a virtual school,830,830,0,112,127,130,130,123,127,111,,,,,,,,,860,860,0,73,350,398,0,31,52.5,32.048419,-82.862285,33-Town: Remote,16.38,Yes,0,0,4,4,35,38,162,188,200,198,0,0,17,14,418,442,1,,,Regular school,Currently operational ,Elementary,8,No,No
-82.33512947,32.18587184,19458,1.30504E+11,Toombs County,2017-2018,GA,1305040,GA-738,Toombs County,Toombs County Middle School,701 Bulldog Rd,,,Lyons,GA,30436,    ,(912)526-8363,6,8,Not a virtual school,645,645,0,,,,,,,,218,200,227,,,,,,645,645,0,154,119,341,1,28,46.29999924,32.185878,-82.335133,41-Rural: Fringe,13.93,Yes,0,0,0,2,86,68,63,56,183,158,0,1,18,10,350,295,1,,,Regular school,Currently operational ,Middle,2,No,No
-82.34294747,32.18829384,19459,1.30504E+11,Toombs County,2017-2018,GA,1305040,GA-738,Toombs County,Lyons Primary School,600 Bulldog Rd,,,Lyons,GA,30436,    ,(912)526-8391,PK,2,Not a virtual school,571,571,0,140,134,159,138,,,,,,,,,,,,571,571,3,170,150,212,0,35,44.20000076,32.1883,-82.342951,41-Rural: Fringe,12.92,Yes,2,1,0,1,91,79,84,66,128,84,0,0,15,20,320,251,1,,,Regular school,Currently operational ,Elementary,1,No,No
-82.33143847,32.18782484,19460,1.30504E+11,Toombs County,2017-2018,GA,1305040,GA-738,Toombs County,Lyons Upper Elementary,803 S State St,,,Lyons,GA,30436,    ,(912)526-5816,3,5,Not a virtual school,478,478,0,,,,,156,149,173,,,,,,,,,478,478,1,148,112,179,1,36,34.40000153,32.187831,-82.331442,41-Rural: Fringe,13.9,Yes,1,0,0,1,80,68,62,50,100,79,0,1,24,12,267,211,1,,,Regular school,Currently operational ,Elementary,1,No,No
-83.73163192,34.93139029,19461,1.30507E+11,Towns County,2017-2018,GA,1305070,GA-739,Towns County,Towns County Elementary School,1150 Konahetah Rd,,,Hiawassee,GA,30546,    ,(706)896-4131,PK,5,Not a virtual school,236,205,31,11,63,63,70,61,85,74,,,,,,,,,427,427,2,28,3,383,2,3,36.5,34.931397,-83.731636,43-Rural: Remote,11.7,Yes,1,1,4,2,16,12,1,2,191,192,1,1,1,2,215,212,1,,,Regular school,Currently operational ,Elementary,6,No,No
-83.73113392,34.93111129,19462,1.30507E+11,Towns County,2017-2018,GA,1305070,GA-739,Towns County,Towns County Middle School,1400 Highway 76 E,,,Hiawassee,GA,30546,    ,(706)896-4131,6,8,Not a virtual school,125,106,19,,,,,,,,86,80,77,,,,,,243,243,1,13,4,220,0,2,22.5,34.931118,-83.731138,43-Rural: Remote,10.8,Yes,0,1,1,2,8,5,2,2,129,91,0,0,2,0,142,101,1,,,Regular school,Currently operational ,Middle,3,No,No
-83.73107092,34.93107729,19463,1.30507E+11,Towns County,2017-2018,GA,1305070,GA-739,Towns County,Towns County High School,1400 Highway 76 E,,,Hiawassee,GA,30546,    ,(706)896-4131,9,12,Not a virtual school,126,96,30,,,,,,,,,,,78,74,87,89,,328,328,0,10,4,305,0,4,24.39999962,34.931084,-83.731075,43-Rural: Remote,13.44,Yes,0,0,2,3,3,7,0,4,160,145,0,0,1,3,166,162,1,,,Regular school,Currently operational ,High,5,No,No
-83.95116486,34.87718431,19464,1.30525E+11,Union County,2017-2018,GA,1305250,GA-744,Union County,Union County Elementary School,165 Elementary Way,,,Blairsville,GA,30512,    ,(706)745-9615,3,5,Not a virtual school,343,263,80,,,,,175,221,228,,,,,,,,,624,624,1,31,2,575,0,14,42,34.877191,-83.951169,43-Rural: Remote,14.86,Yes,0,1,1,0,15,16,1,1,297,278,0,0,8,6,322,302,1,,,Regular school,Currently operational ,Elementary,1,No,No
-83.95227086,34.87932831,19465,1.30525E+11,Union County,2017-2018,GA,1305250,GA-744,Union County,Union County Middle School,367 Wellborn St,,,Blairsville,GA,30512,    ,(706)745-2483,6,8,Not a virtual school,390,269,121,,,,,,,,220,222,221,,,,,,663,663,0,29,0,613,0,20,43.20000076,34.879335,-83.952275,43-Rural: Remote,15.35,Yes,0,0,1,0,16,13,0,0,328,285,0,0,12,8,357,306,1,,,Regular school,Currently operational ,Middle,1,No,No
-82.68002631,33.41759458,19466,1.30546E+11,Warren County,2017-2018,GA,1305460,GA-749,Warren County,Warren County Middle School,1253 Atlanta Hwy,,,Warrenton,GA,30828,    ,(706)465-3742,6,8,Not a virtual school,131,131,0,,,,,,,,39,37,55,,,,,,131,131,0,2,116,12,0,1,8.899999619,33.417601,-82.68003,42-Rural: Distant,14.72,Yes,0,0,0,0,1,1,58,58,6,6,0,0,1,0,66,65,1,,,Regular school,Currently operational ,Middle,0,No,No
-84.54200884,32.06234894,19467,1.30558E+11,Webster County,2017-2018,GA,1305580,GA-752,Webster County,Webster County Elementary/Middle School,7168 Washington St,,,Preston,GA,31824,    ,(229)828-3365,PK,8,Not a virtual school,194,194,0,16,28,28,24,26,26,23,31,27,24,,,,,,253,253,3,21,113,107,0,8,23.10000038,32.062355,-84.542013,43-Rural: Remote,10.95,Yes,0,3,1,0,8,13,62,51,51,56,0,0,4,4,126,127,1,,,Regular school,Currently operational ,Elementary,1,No,No
-83.69912295,34.65724735,19468,1.30567E+11,White County,2017-2018,GA,1305670,GA-754,White County,Mount Yonah Elementary School,1161 Duncan Bridge Rd,,,Sautee Nacoochee,GA,30571,    ,(706)865-3514,KG,5,Not a virtual school,238,199,39,,77,66,84,64,87,101,,,,,,,,,479,479,0,14,7,436,0,20,34.5,34.657254,-83.699127,42-Rural: Distant,13.88,Yes,0,0,1,1,6,8,4,3,227,209,0,0,12,8,250,229,1,,,Regular school,Currently operational ,Elementary,2,No,No
-83.77093993,34.60423436,19469,1.30567E+11,White County,2017-2018,GA,1305670,GA-754,White County,White County 9th Grade Academy,328 Old Blairsville Rd,,,Cleveland,GA,30528,    ,(706)865-0727,9,9,Not a virtual school,157,132,25,,,,,,,,,,,327,,,,,327,327,0,17,7,296,0,6,16.39999962,34.604241,-83.770944,32-Town: Distant,19.94,Not Applicable,0,0,0,1,10,7,3,4,170,126,0,0,3,3,186,141,1,,,Regular school,Currently operational ,Secondary,1,No,No
-82.35448548,31.75443293,19470,1.30006E+11,Appling County,2017-2018,GA,1300060,GA-601,Appling County,Appling County Primary School,678 Blackshear Hwy,,,Baxley,GA,31513,    ,(912)367-8642,PK,2,Not a virtual school,584,584,0,157,181,139,169,,,,,,,,,,,,646,646,0,154,185,274,0,28,48.90000153,31.754439,-82.354489,33-Town: Remote,13.21,Yes,0,0,3,2,65,89,92,93,147,127,0,0,15,13,322,324,1,,,Regular school,Currently operational ,Elementary,5,No,No
-82.35345048,31.75445093,19471,1.30006E+11,Appling County,2017-2018,GA,1300060,GA-601,Appling County,Appling County Elementary School,680 Blackshear Hwy,,,Baxley,GA,31513,    ,(912)367-8640,3,5,Not a virtual school,523,523,0,,,,,175,212,192,,,,,,,,,579,579,0,118,186,248,0,23,44.09999847,31.754457,-82.353454,33-Town: Remote,13.13,Yes,0,0,3,1,64,54,79,107,136,112,0,0,11,12,293,286,1,,,Regular school,Currently operational ,Elementary,4,No,No
-82.23522253,31.59877997,19472,1.30006E+11,Appling County,2017-2018,GA,1300060,GA-601,Appling County,Fourth District Elementary School,13396 Blackshear Hwy,,,Surrency,GA,31563,    ,(912)367-3250,PK,5,Not a virtual school,183,183,0,22,31,31,33,35,23,27,,,,,,,,,202,202,0,24,25,148,0,5,14.30000019,31.598786,-82.235226,43-Rural: Remote,14.13,Yes,0,0,0,0,9,15,15,10,85,63,0,0,3,2,112,90,1,,,Regular school,Currently operational ,Elementary,0,No,No
-82.33986449,31.72315194,19473,1.30006E+11,Appling County,2017-2018,GA,1300060,GA-601,Appling County,Appling County Middle School,2997 Blackshear Hwy,,,Baxley,GA,31513,    ,(912)367-8630,6,8,Not a virtual school,709,709,0,,,,,,,,263,265,256,,,,,,784,784,1,121,179,446,0,30,53.40000153,31.723158,-82.339868,41-Rural: Fringe,14.68,Yes,0,1,6,1,55,66,103,76,226,220,0,0,13,17,403,381,1,,,Regular school,Currently operational ,Middle,7,No,No
-82.35482048,31.75788793,19474,1.30006E+11,Appling County,2017-2018,GA,1300060,GA-601,Appling County,Appling County High School,482 Blackshear Hwy,,,Baxley,GA,31513,    ,(912)367-8610,9,12,Not a virtual school,908,908,0,,,,,,,,,,,277,243,253,232,,1005,1005,1,123,210,635,0,27,60.09999847,31.757894,-82.354824,33-Town: Remote,16.72,Not Applicable,0,1,5,4,58,65,117,93,337,298,0,0,12,15,529,476,1,,,Regular school,Currently operational ,High,9,No,No
-82.36188348,31.87606691,19475,1.30006E+11,Appling County,2017-2018,GA,1300060,GA-601,Appling County,Altamaha Elementary School,344 Altamaha School Rd,,,Baxley,GA,31513,    ,(912)367-3713,PK,5,Not a virtual school,382,382,0,50,62,63,58,70,58,62,,,,,,,,,423,423,0,29,32,347,1,13,26.29999924,31.876073,-82.361887,42-Rural: Distant,16.08,Yes,0,0,1,0,14,15,21,11,173,174,1,0,7,6,217,206,1,,,Regular school,Currently operational ,Elementary,1,No,No
-82.45413846,31.53676299,19476,1.30015E+11,Bacon County,2017-2018,GA,1300150,GA-603,Bacon County,Bacon County Elementary School,523 E 16th St,,,Alma,GA,31510,    ,(912)632-4133,3,5,Not a virtual school,416,416,0,,,,,151,176,154,,,,,,,,,481,481,1,69,113,275,0,22,36.5,31.536769,-82.454142,33-Town: Remote,13.18,Yes,1,0,1,0,31,38,55,58,137,138,0,0,14,8,239,242,1,,,Regular school,Currently operational ,Elementary,1,No,No
-82.47957846,31.55902598,19477,1.30015E+11,Bacon County,2017-2018,GA,1300150,GA-603,Bacon County,Bacon County Primary School,251 Cumberland Rd,,,Alma,GA,31510,    ,(912)632-4765,PK,2,Not a virtual school,509,509,0,100,174,141,174,,,,,,,,,,,,589,589,0,90,133,329,0,36,38.5,31.559032,-82.479582,33-Town: Remote,15.3,Yes,0,0,1,0,48,42,68,65,166,163,0,0,20,16,303,286,1,,,Regular school,Currently operational ,Elementary,1,No,No
-82.45926146,31.52193799,19478,1.30015E+11,Bacon County,2017-2018,GA,1300150,GA-603,Bacon County,Bacon County Middle School,1188 US Highway 1 S,,,Alma,GA,31510,    ,(912)632-4662,6,8,Not a virtual school,329,302,27,,,,,,,,178,156,159,,,,,,493,493,0,61,114,302,0,15,32.79999924,31.521944,-82.459265,41-Rural: Fringe,15.03,Yes,0,0,0,1,30,31,60,54,156,146,0,0,5,10,251,242,1,,,Regular school,Currently operational ,Middle,1,No,No
-82.45926146,31.52193799,19479,1.30015E+11,Bacon County,2017-2018,GA,1300150,GA-603,Bacon County,Bacon County High School,1190 US Highway 1 S,,,Alma,GA,31510,    ,(912)632-4414,9,12,Not a virtual school,329,284,45,,,,,,,,,,,159,144,146,128,,577,577,0,68,102,388,0,16,36.29999924,31.521944,-82.459265,41-Rural: Fringe,15.9,Not Applicable,0,0,2,1,43,25,51,51,205,183,0,0,10,6,311,266,1,,,Regular school,Currently operational ,High,3,No,No
-83.49848003,34.30878041,19480,1.30024E+11,Banks County,2017-2018,GA,1300240,GA-606,Banks County,Banks County High School,1486a Historic Homer Hwy,,,Homer,GA,30547,    ,(706)677-2221,9,12,Not a virtual school,470,400,70,,,,,,,,,,,212,242,204,227,,885,885,2,76,16,770,0,11,68,34.308787,-83.498484,41-Rural: Fringe,13.01,Not Applicable,2,0,4,6,36,40,8,8,420,350,0,0,5,6,475,410,1,,,Regular school,Currently operational ,High,10,No,No
-83.51006502,34.33028441,19481,1.30024E+11,Banks County,2017-2018,GA,1300240,GA-606,Banks County,Banks County Primary School,266 Highway 51 S,,,Homer,GA,30547,    ,(706)677-2355,PK,2,Not a virtual school,358,319,39,16,199,198,194,,,,,,,,,,,,607,607,0,40,14,532,0,19,46,34.330291,-83.510069,42-Rural: Distant,13.2,Yes,0,0,1,1,19,21,9,5,277,255,0,0,11,8,317,290,1,,,Regular school,Currently operational ,Elementary,2,No,No
-83.47853003,34.31259041,19482,1.30024E+11,Banks County,2017-2018,GA,1300240,GA-606,Banks County,Banks County Middle School,712 Thompson St,,,Homer,GA,30547,    ,(706)677-2277,6,8,Not a virtual school,408,367,41,,,,,,,,238,231,199,,,,,,668,668,0,62,13,572,0,16,42.29999924,34.312597,-83.478534,42-Rural: Distant,15.79,Yes,0,0,2,3,29,33,4,9,296,276,0,0,9,7,340,328,1,,,Regular school,Currently operational ,Middle,5,No,No
-83.24457225,31.21863508,19483,1.30039E+11,Berrien County,2017-2018,GA,1300390,GA-610,Berrien County,Berrien High School,500 E Smith Ave,,,Nashville,GA,31639,    ,(229)686-7428,9,12,Not a virtual school,665,665,0,,,,,,,,,,,232,201,185,178,,796,796,3,67,105,596,0,21,52.09999847,31.218641,-83.244576,32-Town: Distant,15.28,Not Applicable,1,2,3,1,32,35,49,56,297,299,0,0,14,7,396,400,1,,,Regular school,Currently operational ,High,4,No,No
-83.24444625,31.23459508,19484,1.30039E+11,Berrien County,2017-2018,GA,1300390,GA-610,Berrien County,Berrien Primary School,1427 N Davis St,,,Nashville,GA,31639,    ,(229)686-7438,PK,2,Not a virtual school,686,686,0,130,215,241,235,,,,,,,,,,,,821,821,1,47,103,614,0,53,53,31.234601,-83.24445,41-Rural: Fringe,15.49,Yes,1,0,1,2,24,23,54,49,305,309,0,0,26,27,411,410,1,,,Regular school,Currently operational ,Elementary,3,No,No
-83.26196724,31.21183909,19485,1.30039E+11,Berrien County,2017-2018,GA,1300390,GA-610,Berrien County,Berrien Middle School,800 Tifton Hwy,,,Nashville,GA,31639,    ,(229)686-2021,6,8,Not a virtual school,615,615,0,,,,,,,,234,260,243,,,,,,737,737,1,63,95,556,0,18,50,31.211845,-83.261971,41-Rural: Fringe,14.74,Yes,0,1,3,1,32,31,43,52,284,272,0,0,11,7,373,364,1,,,Regular school,Currently operational ,Middle,4,No,No
-83.26402624,31.21230909,19486,1.30039E+11,Berrien County,2017-2018,GA,1300390,GA-610,Berrien County,Berrien Elementary School,802 Middle School Cir,,,Nashville,GA,31639,    ,(229)686-2939,3,5,Not a virtual school,611,611,0,,,,,221,246,265,,,,,,,,,732,732,2,57,89,559,0,24,46.59999847,31.212315,-83.26403,41-Rural: Fringe,15.71,Yes,2,0,1,0,32,25,47,42,302,257,0,0,13,11,397,335,1,,,Regular school,Currently operational ,Elementary,1,No,No
-83.32894217,32.40047182,19487,1.30044E+11,Bleckley County,2017-2018,GA,1300440,GA-612,Bleckley County,Bleckley County High School,1 Royal Dr,,,Cochran,GA,31014,    ,(478)934-6258,9,12,Not a virtual school,341,259,82,,,,,,,,,,,153,181,169,161,,664,664,0,17,152,474,0,15,41.59999847,32.400478,-83.328946,41-Rural: Fringe,15.96,Yes,0,0,2,4,4,13,78,74,234,240,0,0,11,4,329,335,1,,,Regular school,Currently operational ,High,6,No,No
-83.32261517,32.41111482,19488,1.30044E+11,Bleckley County,2017-2018,GA,1300440,GA-612,Bleckley County,Bleckley Middle School,590 Ga Highway 26 E,,,Cochran,GA,31014,    ,(478)934-7270,6,8,Not a virtual school,296,245,51,,,,,,,,172,159,178,,,,,,509,509,0,19,136,329,0,20,39.5,32.411121,-83.322619,41-Rural: Fringe,12.89,Yes,0,0,1,4,9,10,71,65,148,181,0,0,8,12,237,272,1,,,Regular school,Currently operational ,Middle,5,No,No
-83.34213517,32.39294682,19489,1.30044E+11,Bleckley County,2017-2018,GA,1300440,GA-612,Bleckley County,Bleckley County Primary School,259 E Peter St,,,Cochran,GA,31014,    ,(478)934-2280,PK,2,Not a virtual school,631,631,0,161,179,201,188,,,,,,,,,,,,729,729,1,16,186,494,1,27,39.09999847,32.392953,-83.342139,32-Town: Distant,18.64,Yes,0,1,1,3,7,9,110,76,250,244,1,0,14,13,383,346,1,,,Regular school,Currently operational ,Elementary,4,No,No
-83.32964417,32.40468482,19490,1.30044E+11,Bleckley County,2017-2018,GA,1300440,GA-612,Bleckley County,Bleckley County Elementary School,470 Ga Highway 26 E,,,Cochran,GA,31014,    ,(478)934-3600,3,5,Not a virtual school,510,510,0,,,,,208,206,175,,,,,,,,,589,589,0,17,166,389,0,13,40,32.404691,-83.329648,41-Rural: Fringe,14.73,Yes,0,0,3,1,8,9,92,74,191,198,0,0,6,7,300,289,1,,,Regular school,Currently operational ,Elementary,4,No,No
-84.70909582,31.45029408,19491,1.30075E+11,Calhoun County,2017-2018,GA,1300750,GA-619,Calhoun County,Calhoun County Elementary School,18904 Morgan Rd,,,Arlington,GA,39813,    ,(229)213-0147,PK,5,Not a virtual school,267,267,0,30,42,33,44,29,45,53,,,,,,,,,276,276,0,14,250,8,0,4,19,31.4503,-84.7091,43-Rural: Remote,14.53,Yes,0,0,0,0,6,8,132,118,5,3,0,0,3,1,146,130,1,,,Regular school,Currently operational ,Elementary,0,No,No
-82.04854854,32.40016778,19492,1.30081E+11,Candler County,2017-2018,GA,1300810,GA-621,Candler County,Metter Elementary School,33661 Ga Highway 129 S,,,Metter,GA,30439,    ,(912)685-5050,PK,5,Not a virtual school,1006,1006,0,144,156,168,145,155,183,166,,,,,,,,,1117,1117,0,245,317,501,0,45,67.59999847,32.400174,-82.048552,33-Town: Remote,16.52,Yes,0,0,6,3,127,118,165,152,265,236,0,0,21,24,584,533,1,,,Regular school,Currently operational ,Elementary,9,No,No
-82.05036955,32.36447479,19493,1.30081E+11,Candler County,2017-2018,GA,1300810,GA-621,Candler County,Metter High School,34905 Ga Highway 129 S,,,Metter,GA,30439,    ,(912)685-2134,9,12,Not a virtual school,513,513,0,,,,,,,,,,,199,145,111,115,,570,570,1,93,174,287,3,12,33.79999924,32.364481,-82.050373,41-Rural: Fringe,16.86,Yes,1,0,0,0,48,45,85,89,148,139,2,1,6,6,290,280,1,,,Regular school,Currently operational ,High,0,No,No
-82.05113654,32.36208579,19494,1.30081E+11,Candler County,2017-2018,GA,1300810,GA-621,Candler County,Metter Middle School,33661 Ga Highway 129 S,,,Metter,GA,30439,    ,(912)685-5580,6,8,Not a virtual school,457,457,0,,,,,,,,163,165,180,,,,,,508,508,0,98,159,234,2,10,26.39999962,32.362092,-82.05114,41-Rural: Fringe,19.24,Yes,0,0,2,3,44,54,85,74,132,102,2,0,5,5,270,238,1,,,Regular school,Currently operational ,Middle,5,No,No
-82.00169362,30.84563713,19495,1.30099E+11,Charlton County,2017-2018,GA,1300990,GA-624,Charlton County,Charlton County High School,994 Indian Trl,,,Folkston,GA,31537,    ,(912)496-2501,9,12,Not a virtual school,256,219,37,,,,,,,,,,,106,113,117,108,,444,444,0,10,127,279,0,24,25.20000076,30.845643,-82.001697,32-Town: Distant,17.62,Not Applicable,0,0,2,2,5,5,67,60,142,137,0,0,11,13,227,217,1,,,Regular school,Currently operational ,High,4,No,No
-82.03854163,30.52509721,19496,1.30099E+11,Charlton County,2017-2018,GA,1300990,GA-624,Charlton County,St. George Elementary School,13215 Florida Ave,,,Folkston,GA,31537,    ,(912)843-2383,PK,6,Not a virtual school,136,112,24,22,24,22,25,21,31,18,15,,,,,,,,178,178,2,6,0,162,0,8,12,30.525103,-82.038545,42-Rural: Distant,14.83,Yes,0,2,0,0,2,4,0,0,87,75,0,0,6,2,95,83,1,,,Regular school,Currently operational ,Elementary,0,No,No
-82.01405862,30.81682214,19497,1.30099E+11,Charlton County,2017-2018,GA,1300990,GA-624,Charlton County,Folkston Elementary School,34754 Okefenokee Dr,,,Folkston,GA,31537,    ,(912)496-7369,PK,3,Not a virtual school,426,382,44,72,116,129,107,128,,,,,,,,,,,552,552,2,14,199,298,0,33,34.09999847,30.816828,-82.014062,41-Rural: Fringe,16.19,Yes,1,1,4,2,6,8,106,93,155,143,0,0,16,17,288,264,1,,,Regular school,Currently operational ,Elementary,6,No,No
-82.7501134,31.04902311,19498,1.30126E+11,Clinch County,2017-2018,GA,1301260,GA-632,Clinch County,Clinch County High School,1 Panther Way,,,Homerville,GA,31634,    ,(912)487-5366,8,12,Not a virtual school,326,291,35,,,,,,,,,,97,99,102,99,91,,488,488,2,16,164,289,0,16,27.39999962,31.049029,-82.750117,32-Town: Distant,17.81,Not Applicable,0,2,1,0,8,8,89,75,156,133,0,0,9,7,263,225,1,,,Regular school,Currently operational ,High,1,No,No
-82.77158739,31.04395911,19499,1.30126E+11,Clinch County,2017-2018,GA,1301260,GA-632,Clinch County,Clinch County Middle School,575 Woodlake Dr,,,Homerville,GA,31634,    ,(912)487-5385,5,7,Not a virtual school,280,280,0,,,,,,,92,102,101,,,,,,,295,295,1,13,98,164,0,18,19.70000076,31.043965,-82.771591,41-Rural: Fringe,14.97,Yes,1,0,0,1,10,3,44,54,85,79,0,0,13,5,153,142,1,,,Regular school,Currently operational ,Middle,1,No,No
-82.77161139,31.04382311,19500,1.30126E+11,Clinch County,2017-2018,GA,1301260,GA-632,Clinch County,Clinch County Elementary School,575 Woodlake Dr,,,Homerville,GA,31634,    ,(912)487-5385,PK,4,Not a virtual school,591,591,0,94,103,106,116,100,103,,,,,,,,,,622,622,4,33,224,316,0,42,35.29999924,31.043829,-82.771615,41-Rural: Fringe,17.62,Yes,1,3,2,1,19,14,113,111,171,145,0,0,22,20,328,294,1,,,Regular school,Currently operational ,Elementary,3,No,No
-83.4336302,31.1543781,19501,1.30147E+11,Cook County,2017-2018,GA,1301470,GA-637,Cook County,Cook County Middle School,1601 N Elm St,,,Sparks,GA,31647,    ,(229)549-5999,6,8,Not a virtual school,605,605,0,,,,,,,,261,224,234,,,,,,719,719,0,58,228,397,0,24,50.5,31.154384,-83.433634,41-Rural: Fringe,14.24,Yes,0,0,10,2,39,19,106,122,193,204,0,0,13,11,361,358,1,,,Regular school,Currently operational ,Middle,12,No,No
-83.4088152,31.1669121,19502,1.30147E+11,Cook County,2017-2018,GA,1301470,GA-637,Cook County,Cook Primary School,1531 Patterson St,,,Adel,GA,31620,    ,(229)549-7713,PK,2,Not a virtual school,845,845,0,168,204,239,234,,,,,,,,,,,,845,845,2,97,253,451,0,36,58.5,31.166918,-83.408819,41-Rural: Fringe,14.44,Yes,1,1,3,3,46,51,130,123,220,231,0,0,20,16,420,425,1,,,Regular school,Currently operational ,Elementary,6,No,No
-83.18795122,32.20511386,19503,1.30177E+11,Dodge County,2017-2018,GA,1301770,GA-645,Dodge County,Dodge County Middle School,5911 Oak St,,,Eastman,GA,31023,    ,(478)374-6492,6,8,Not a virtual school,460,416,44,,,,,,,,229,235,223,,,,,,687,687,1,29,221,408,0,25,47.20000076,32.20512,-83.187955,32-Town: Distant,14.56,Yes,0,1,3,0,15,14,109,112,218,190,0,0,17,8,362,325,1,,,Regular school,Currently operational ,Middle,3,No,No
-83.15979823,32.17039887,19504,1.30177E+11,Dodge County,2017-2018,GA,1301770,GA-645,Dodge County,South Dodge Elementary School,1118 McRae Hwy,,,Eastman,GA,31023,    ,(478)374-6691,PK,5,Not a virtual school,866,866,0,137,105,126,107,126,148,117,,,,,,,,,866,866,0,35,361,428,2,39,53.5,32.170405,-83.159802,41-Rural: Fringe,16.19,Yes,0,0,1,0,20,15,181,180,206,222,2,0,21,18,431,435,1,,,Regular school,Currently operational ,Elementary,1,No,No
-83.21152521,32.21000686,19505,1.30177E+11,Dodge County,2017-2018,GA,1301770,GA-645,Dodge County,North Dodge Elementary School,167 Orphans Cemetery Rd,,,Eastman,GA,31023,    ,(478)374-6690,KG,5,Not a virtual school,646,646,0,,121,113,125,108,116,130,,,,,,,,,713,713,2,32,225,430,0,22,52.5,32.210013,-83.211529,41-Rural: Fringe,13.58,Yes,1,1,1,1,20,12,107,118,218,212,0,0,9,13,356,357,1,,,Regular school,Currently operational ,Elementary,2,No,No
