X,Y,OBJECTID,NCESSCH,SURVYEAR,STABR,LEAID,ST_LEAID,LEA_NAME,SCH_NAME,LSTREET1,LSTREET2,LCITY,LSTATE,LZIP,LZIP4,PHONE,GSLO,GSHI,VIRTUAL,TOTFRL,FRELCH,REDLCH,PK,KG,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,TOTAL,MEMBER,AM,HI,BL,WH,HP,TR,FTE,LATCOD,LONCOD,ULOCALE,NMCNTY,STUTERATIO,TITLEI,STITLEI,AMALM,AMALF,ASALM,ASALF,HIALM,HIALF,BLALM,BLALF,WHALM,WHALF,HPALM,HPALF,TRALM,TRALF,TOTMENROL,TOTFENROL,STATUS,UG,AE,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,SCHOOL_LEVEL,AS,CHARTER_TEXT,MAGNET_TEXT
-9353507.427,4090023.377,18859,1.30342E+11,2018-2019,GA,1303420,GA-693,Lumpkin County,Blackburn Elementary School,45 Blackburn Rd,,Dawsonville,GA,30534,    ,(706)864-8180,KG,5,Not Virtual,342,285,57,,130,128,128,120,99,138,,,,,,,,,743,743,3,65,3,658,0,13,50,34.454631,-84.024066,41-Rural: Fringe,Lumpkin County,14.9,1-Yes,1-Yes,2,1,1,0,27,38,2,1,353,305,0,0,7,6,392,351,1,,,Regular school,Currently operational ,Elementary,1,No,No
-9192731.48,3788767.071,18860,1.30375E+11,2018-2019,GA,1303750,GA-703,Montgomery County,Montgomery County Elementary School,900 Martin Luther King Dr,,Ailey,GA,30410,    ,(912)583-2279,PK,5,Not Virtual,417,417,0,47,62,61,59,51,71,66,,,,,,,,,417,417,1,64,133,185,0,30,32.90000153,32.193625,-82.579728,42-Rural: Distant,Montgomery County,12.7,1-Yes,1-Yes,1,0,3,1,33,31,80,53,98,87,0,0,14,16,229,188,1,,,Regular school,Currently operational ,Elementary,4,No,No
-9374515.719,3836295.888,18861,1.3048E+11,2018-2019,GA,1304800,GA-733,Taylor County,Taylor County Primary School,56 McDowell St,,Butler,GA,31006,    ,(478)862-4855,KG,2,Not Virtual,264,264,0,,93,102,99,,,,,,,,,,,,294,294,0,7,124,155,0,7,22,32.554298,-84.212717,43-Rural: Remote,Taylor County,13.4,1-Yes,1-Yes,0,0,0,1,3,4,65,59,91,64,0,0,5,2,164,130,1,,,Regular school,Currently operational ,Elementary,1,No,No
-9224189.564,3769681.705,18862,1.30483E+11,2018-2019,GA,1304830,GA-734,Telfair County,Telfair County Elementary,532 E Oak St,,Mc Rae Helena,GA,31055,    ,(229)868-7483,PK,5,Not Virtual,839,839,0,111,136,119,130,124,123,127,,,,,,,,,870,870,0,85,330,411,0,38,52.5,32.048419,-82.862285,33-Town: Remote,Telfair County,16.6,1-Yes,1-Yes,0,0,2,4,43,42,161,169,201,210,0,0,19,19,426,444,1,,,Regular school,Currently operational ,Elementary,6,No,No
-9165499.515,3787739.426,18863,1.30504E+11,2018-2019,GA,1305040,GA-738,Toombs County,Toombs County Middle School,701 Bulldog Rd,,Lyons,GA,30436,    ,(912)526-8363,6,8,Not Virtual,655,655,0,,,,,,,,239,219,197,,,,,,655,655,1,171,118,336,1,24,48.70000076,32.185878,-82.335133,41-Rural: Fringe,Toombs County,13.4,1-Yes,1-Yes,1,0,1,3,94,77,63,55,174,162,0,1,18,6,351,304,1,,,Regular school,Currently operational ,Middle,4,No,No
-9166369.198,3788052.527,18864,1.30504E+11,2018-2019,GA,1305040,GA-738,Toombs County,Lyons Primary School,600 Bulldog Rd,,Lyons,GA,30436,    ,(912)526-8391,PK,2,Not Virtual,566,566,0,132,145,137,152,,,,,,,,,,,,566,566,1,175,140,220,0,28,43.29999924,32.1883,-82.342951,41-Rural: Fringe,Toombs County,13.1,1-Yes,1-Yes,0,1,0,2,89,86,73,67,120,100,0,0,15,13,297,269,1,,,Regular school,Currently operational ,Elementary,2,No,No
-9165091.851,3788004.357,18865,1.30504E+11,2018-2019,GA,1305040,GA-738,Toombs County,Lyons Upper Elementary,803 S State St,,Lyons,GA,30436,    ,(912)526-5816,3,5,Not Virtual,453,453,0,,,,,148,153,152,,,,,,,,,453,453,2,132,109,178,0,32,35.59999847,32.187831,-82.331442,41-Rural: Fringe,Toombs County,12.7,1-Yes,1-Yes,1,1,0,0,70,62,67,42,101,77,0,0,18,14,257,196,1,,,Regular school,Currently operational ,Elementary,0,No,No
-9320962.239,4154578.679,18866,1.30507E+11,2018-2019,GA,1305070,GA-739,Towns County,Towns County Elementary School,1150 Konahetah Rd,,Hiawassee,GA,30546,    ,(706)896-4131,PK,5,Not Virtual,276,239,37,14,68,66,66,68,58,90,,,,,,,,,430,430,2,26,3,389,0,5,39.40000153,34.931397,-83.731636,43-Rural: Remote,Towns County,10.9,1-Yes,1-Yes,1,1,3,2,12,14,1,2,204,185,0,0,2,3,223,207,1,,,Regular school,Currently operational ,Elementary,5,No,No
-9320901.089,4154520.667,18867,1.30507E+11,2018-2019,GA,1305070,GA-739,Towns County,Towns County Middle School,1400 Highway 76 E,,Hiawassee,GA,30546,    ,(706)896-4131,6,8,Not Virtual,102,86,16,,,,,,,,69,82,75,,,,,,226,226,1,16,3,204,0,0,22.5,34.931118,-83.731138,43-Rural: Remote,Towns County,10,1-Yes,1-Yes,0,1,1,1,11,5,1,2,110,94,0,0,0,0,123,103,1,,,Regular school,Currently operational ,Middle,2,No,No
-9320901.089,4154520.667,18868,1.30507E+11,2018-2019,GA,1305070,GA-739,Towns County,Towns County High School,1400 Highway 76 E,,Hiawassee,GA,30546,    ,(706)896-4131,9,12,Not Virtual,99,82,17,,,,,,,,,,,71,71,68,86,,296,296,0,9,1,271,0,10,24.79999924,34.931084,-83.731075,43-Rural: Remote,Towns County,11.9,1-Yes,1-Yes,0,0,1,4,2,7,0,1,147,124,0,0,5,5,155,141,1,,,Regular school,Currently operational ,High,5,No,No
-9345394.91,4147221.804,18869,1.30525E+11,2018-2019,GA,1305250,GA-744,Union County,Union County Elementary School,165 Elementary Way,,Blairsville,GA,30512,    ,(706)745-9615,3,5,Not Virtual,318,248,70,,,,,183,185,220,,,,,,,,,588,588,1,33,4,534,0,14,40,34.877191,-83.951169,43-Rural: Remote,Union County,14.7,1-Yes,1-Yes,0,1,1,1,13,20,1,3,265,269,0,0,7,7,287,301,1,,,Regular school,Currently operational ,Elementary,2,No,No
-9345517.21,4147486.833,18870,1.30525E+11,2018-2019,GA,1305250,GA-744,Union County,Union County Middle School,367 Wellborn St,,Blairsville,GA,30512,    ,(706)745-2483,6,8,Not Virtual,384,296,88,,,,,,,,236,227,217,,,,,,680,680,0,31,0,628,0,17,45.20000076,34.879335,-83.952275,43-Rural: Remote,Union County,15,1-Yes,1-Yes,0,0,3,1,18,13,0,0,320,308,0,0,12,5,353,327,1,,,Regular school,Currently operational ,Middle,4,No,No
-9203894.684,3950882.086,18871,1.30546E+11,2018-2019,GA,1305460,GA-749,Warren County,Warren County Middle School,1253 Atlanta Hwy,,Warrenton,GA,30828,    ,(706)465-3742,6,8,Not Virtual,130,130,0,,,,,,,,56,41,33,,,,,,130,130,0,2,115,11,0,2,10.10000038,33.417601,-82.68003,42-Rural: Distant,Warren County,12.9,1-Yes,1-Yes,0,0,0,0,1,1,51,64,5,6,0,0,1,1,58,72,1,,,Regular school,Currently operational ,Middle,0,No,No
-9411171.521,3771517.522,18872,1.30558E+11,2018-2019,GA,1305580,GA-752,Webster County,Webster County Elementary/Middle School,7168 Washington St,,Preston,GA,31824,    ,(229)828-3365,PK,8,Not Virtual,170,170,0,15,14,25,28,23,19,30,20,29,21,,,,,,224,224,3,15,115,81,0,9,22.29999924,32.062355,-84.542013,43-Rural: Remote,Webster County,10,1-Yes,1-Yes,0,3,1,0,5,10,65,50,37,44,0,0,4,5,112,112,1,,,Regular school,Currently operational ,Elementary,1,No,No
-9317340.822,4117404.88,18873,1.30567E+11,2018-2019,GA,1305670,GA-754,White County,Mount Yonah Elementary School,1161 Duncan Bridge Rd,,Sautee Nacoochee,GA,30571,    ,(706)865-3514,KG,5,Not Virtual,242,195,47,,83,72,69,85,76,84,,,,,,,,,469,469,0,14,10,412,0,30,33.20000076,34.657254,-83.699127,42-Rural: Distant,White County,14.1,1-Yes,1-Yes,0,0,2,1,6,8,5,5,212,200,0,0,15,15,240,229,1,,,Regular school,Currently operational ,Elementary,3,No,No
-9167660.135,3731130.077,18874,1.30006E+11,2018-2019,GA,1300060,GA-601,Appling County,Appling County Primary School,678 Blackshear Hwy,,Baxley,GA,31513,    ,(912)367-8642,PK,2,Not Virtual,608,608,0,157,182,196,138,,,,,,,,,,,,673,673,0,161,177,305,0,25,48.09999847,31.754439,-82.354489,33-Town: Remote,Appling County,14,1-Yes,1-Yes,0,0,3,2,67,94,87,90,165,140,0,0,14,11,336,337,1,,,Regular school,Currently operational ,Elementary,5,No,No
-9167537.836,3731130.077,18875,1.30006E+11,2018-2019,GA,1300060,GA-601,Appling County,Appling County Elementary School,680 Blackshear Hwy,,Baxley,GA,31513,    ,(912)367-8640,3,5,Not Virtual,498,498,0,,,,,165,181,205,,,,,,,,,551,551,0,121,158,242,0,27,44.09999847,31.754457,-82.353454,33-Town: Remote,Appling County,12.5,1-Yes,1-Yes,0,0,2,1,65,56,62,96,130,112,0,0,13,14,272,279,1,,,Regular school,Currently operational ,Elementary,3,No,No
-9154383.872,3710771.402,18876,1.30006E+11,2018-2019,GA,1300060,GA-601,Appling County,Fourth District Elementary School,13396 Blackshear Hwy,,Surrency,GA,31563,    ,(912)367-3250,PK,5,Not Virtual,151,151,0,16,20,24,28,30,27,23,,,,,,,,,168,168,0,20,16,126,0,6,13.30000019,31.598786,-82.235226,43-Rural: Remote,Appling County,12.6,1-Yes,1-Yes,0,0,0,0,7,13,8,8,69,57,0,0,5,1,89,79,1,,,Regular school,Currently operational ,Elementary,0,No,No
-9166022.684,3727015.671,18877,1.30006E+11,2018-2019,GA,1300060,GA-601,Appling County,Appling County Middle School,2997 Blackshear Hwy,,Baxley,GA,31513,    ,(912)367-8630,6,8,Not Virtual,719,719,0,,,,,,,,270,261,264,,,,,,795,795,0,125,193,438,0,33,54.20000076,31.723158,-82.339868,41-Rural: Fringe,Appling County,14.7,1-Yes,1-Yes,0,0,5,1,60,65,102,91,215,223,0,0,14,19,396,399,1,,,Regular school,Currently operational ,Middle,6,No,No
-9167694.107,3731569.562,18878,1.30006E+11,2018-2019,GA,1300060,GA-601,Appling County,Appling County High School,482 Blackshear Hwy,,Baxley,GA,31513,    ,(912)367-8610,9,12,Not Virtual,877,877,0,,,,,,,,,,,264,266,218,222,,970,970,2,119,218,593,0,29,60.70000076,31.757894,-82.354824,33-Town: Remote,Appling County,16,Not Applicable,Not Applicable,0,2,5,4,60,59,127,91,299,294,0,0,15,14,506,464,1,,,Regular school,Currently operational ,High,9,No,No
-9168482.258,3747057.613,18879,1.30006E+11,2018-2019,GA,1300060,GA-601,Appling County,Altamaha Elementary School,344 Altamaha School Rd,,Baxley,GA,31513,    ,(912)367-3713,PK,5,Not Virtual,387,387,0,50,62,62,59,63,69,63,,,,,,,,,428,428,0,28,39,348,1,11,27.29999924,31.876073,-82.361887,42-Rural: Distant,Appling County,15.7,1-Yes,1-Yes,0,0,1,0,14,14,19,20,179,169,1,0,7,4,221,207,1,,,Regular school,Currently operational ,Elementary,1,No,No
-9178748.6,3702645.437,18880,1.30015E+11,2018-2019,GA,1300150,GA-603,Bacon County,Bacon County Elementary School,523 E 16th St,,Alma,GA,31510,    ,(912)632-4133,3,5,Not Virtual,428,428,0,,,,,165,146,184,,,,,,,,,495,495,0,75,108,284,0,26,34.09999847,31.536769,-82.454142,33-Town: Remote,Bacon County,14.5,1-Yes,1-Yes,0,0,1,1,40,35,51,57,141,143,0,0,12,14,245,250,1,,,Regular school,Currently operational ,Elementary,2,No,No
-9181575.071,3705571.436,18881,1.30015E+11,2018-2019,GA,1300150,GA-603,Bacon County,Bacon County Primary School,251 Cumberland Rd,,Alma,GA,31510,    ,(912)632-4765,PK,2,Not Virtual,485,485,0,93,158,169,141,,,,,,,,,,,,561,561,0,86,127,317,0,30,39.5,31.559032,-82.479582,33-Town: Remote,Bacon County,14.2,1-Yes,1-Yes,0,0,1,0,45,41,61,66,168,149,0,0,17,13,292,269,1,,,Regular school,Currently operational ,Elementary,1,No,No
-9179326.124,3700740.328,18882,1.30015E+11,2018-2019,GA,1300150,GA-603,Bacon County,Bacon County Middle School,1188 US Highway 1 S,,Alma,GA,31510,    ,(912)632-4662,6,8,Not Virtual,337,290,47,,,,,,,,161,175,158,,,,,,494,494,0,75,106,291,0,21,34.90000153,31.521944,-82.459265,41-Rural: Fringe,Bacon County,14.2,1-Yes,1-Yes,0,0,0,1,36,39,51,55,166,125,0,0,11,10,264,230,1,,,Regular school,Currently operational ,Middle,1,No,No
-9179326.124,3700740.328,18883,1.30015E+11,2018-2019,GA,1300150,GA-603,Bacon County,Bacon County High School,1190 US Highway 1 S,,Alma,GA,31510,    ,(912)632-4414,9,12,Not Virtual,343,288,55,,,,,,,,,,,172,152,130,137,,591,591,0,72,103,397,0,16,38,31.521944,-82.459265,41-Rural: Fringe,Bacon County,15.6,Not Applicable,Not Applicable,0,0,2,1,45,27,50,53,197,200,0,0,11,5,305,286,1,,,Regular school,Currently operational ,High,3,No,No
-9295000.827,4070355.406,18884,1.30024E+11,2018-2019,GA,1300240,GA-606,Banks County,Banks County High School,1486A Historic Homer Hwy,,Homer,GA,30547,    ,(706)677-2221,9,12,Not Virtual,430,363,67,,,,,,,,,,,208,216,228,191,,843,843,1,73,16,732,0,14,67.40000153,34.308787,-83.498484,41-Rural: Fringe,Banks County,12.5,Not Applicable,Not Applicable,1,0,6,1,36,37,5,11,391,341,0,0,8,6,447,396,1,,,Regular school,Currently operational ,High,7,No,No
-9296291.763,4073242.947,18885,1.30024E+11,2018-2019,GA,1300240,GA-606,Banks County,Banks County Primary School,266 Highway 51 S,,Homer,GA,30547,    ,(706)677-2355,PK,2,Not Virtual,357,297,60,12,202,200,192,,,,,,,,,,,,606,606,0,41,13,535,0,16,47,34.330291,-83.510069,42-Rural: Distant,Banks County,12.9,1-Yes,1-Yes,0,0,1,0,24,17,8,5,275,260,0,0,9,7,317,289,1,,,Regular school,Currently operational ,Elementary,1,No,No
-9292785.852,4070865.403,18886,1.30024E+11,2018-2019,GA,1300240,GA-606,Banks County,Banks County Middle School,712 Thompson St,,Homer,GA,30547,    ,(706)677-2277,6,8,Not Virtual,424,350,74,,,,,,,,217,246,232,,,,,,695,695,0,68,8,595,0,19,42.59999847,34.312597,-83.478534,42-Rural: Distant,Banks County,16.3,1-Yes,1-Yes,0,0,2,3,34,34,2,6,310,285,0,0,8,11,356,339,1,,,Regular school,Currently operational ,Middle,5,No,No
-9266736.112,3661182.755,18887,1.30039E+11,2018-2019,GA,1300390,GA-610,Berrien County,Berrien High School,500 E Smith Ave,,Nashville,GA,31639,    ,(229)686-7428,9,12,Not Virtual,671,671,0,,,,,,,,,,,241,204,181,178,,804,804,5,76,104,593,0,22,54.40000153,31.218641,-83.244576,32-Town: Distant,Berrien County,14.8,Not Applicable,Not Applicable,2,3,3,1,41,35,56,48,291,302,0,0,13,9,406,398,1,,,Regular school,Currently operational ,High,4,No,No
-9266722.524,3663264.483,18888,1.30039E+11,2018-2019,GA,1300390,GA-610,Berrien County,Berrien Primary School,1427 N Davis St,,Nashville,GA,31639,    ,(229)686-7438,PK,2,Not Virtual,695,695,0,151,224,226,231,,,,,,,,,,,,832,832,1,60,120,605,0,45,52.29999924,31.234601,-83.24445,41-Rural: Fringe,Berrien County,15.9,1-Yes,1-Yes,0,1,0,1,34,26,64,56,313,292,0,0,20,25,431,401,1,,,Regular school,Currently operational ,Elementary,1,No,No
-9268672.517,3660300.907,18889,1.30039E+11,2018-2019,GA,1300390,GA-610,Berrien County,Berrien Middle School,800 Tifton Hwy,,Nashville,GA,31639,    ,(229)686-2021,6,8,Not Virtual,636,636,0,,,,,,,,266,241,254,,,,,,761,761,0,70,108,563,0,17,49.5,31.211845,-83.261971,41-Rural: Fringe,Berrien County,15.4,1-Yes,1-Yes,0,0,2,1,35,35,44,64,285,278,0,0,9,8,375,386,1,,,Regular school,Currently operational ,Middle,3,No,No
-9268903.527,3660348.573,18890,1.30039E+11,2018-2019,GA,1300390,GA-610,Berrien County,Berrien Elementary School,802 Middle School Cir,,Nashville,GA,31639,    ,(229)686-2939,3,5,Not Virtual,583,583,0,,,,,233,221,244,,,,,,,,,698,698,2,54,78,527,0,34,46.79999924,31.212315,-83.26403,41-Rural: Fringe,Berrien County,14.9,1-Yes,1-Yes,2,0,2,1,26,28,35,43,272,255,0,0,20,14,357,341,1,,,Regular school,Currently operational ,Elementary,3,No,No
-9276119.182,3816023.87,18891,1.30044E+11,2018-2019,GA,1300440,GA-612,Bleckley County,Bleckley County High School,1 Royal Dr,,Cochran,GA,31014,    ,(478)934-6258,9,12,Not Virtual,345,281,64,,,,,,,,,,,178,154,175,171,,678,678,0,24,163,464,0,21,42.59999847,32.400611,-83.32879,41-Rural: Fringe,Bleckley County,15.9,1-Yes,1-Yes,0,0,3,3,5,19,77,86,226,238,0,0,14,7,325,353,1,,,Regular school,Currently operational ,High,6,No,No
-9275419.359,3817391.969,18892,1.30044E+11,2018-2019,GA,1300440,GA-612,Bleckley County,Bleckley Middle School,590 Ga Highway 26 E,,Cochran,GA,31014,    ,(478)934-7270,6,8,Not Virtual,272,225,47,,,,,,,,175,175,167,,,,,,517,517,0,16,129,344,0,18,39.09999847,32.411121,-83.322619,41-Rural: Fringe,Bleckley County,13.2,1-Yes,1-Yes,0,0,5,5,8,8,75,54,174,170,0,0,7,11,269,248,1,,,Regular school,Currently operational ,Middle,10,No,No
-9277600.362,3814993.876,18893,1.30044E+11,2018-2019,GA,1300440,GA-612,Bleckley County,Bleckley County Primary School,259 E Peter St,,Cochran,GA,31014,    ,(478)934-2280,PK,2,Not Virtual,637,637,0,162,187,202,184,,,,,,,,,,,,735,735,1,18,183,497,1,28,39.59999847,32.392953,-83.342139,32-Town: Distant,Bleckley County,18.6,1-Yes,1-Yes,0,1,3,4,6,12,100,83,250,247,1,0,15,13,375,360,1,,,Regular school,Currently operational ,Elementary,7,No,No
-9276207.509,3816554.996,18894,1.30044E+11,2018-2019,GA,1300440,GA-612,Bleckley County,Bleckley County Elementary School,470 Ga Highway 26 E,,Cochran,GA,31014,    ,(478)934-3600,3,5,Not Virtual,510,510,0,,,,,182,204,203,,,,,,,,,589,589,0,15,157,402,0,12,40.59999847,32.404691,-83.329648,41-Rural: Fringe,Bleckley County,14.5,1-Yes,1-Yes,0,0,1,2,9,6,90,67,196,206,0,0,7,5,303,286,1,,,Regular school,Currently operational ,Elementary,3,No,No
-9429774.595,3691370.56,18895,1.30075E+11,2018-2019,GA,1300750,GA-619,Calhoun County,Calhoun County Elementary School,18904 Morgan Rd,,Arlington,GA,39813,    ,(229)213-0147,PK,5,Not Virtual,227,227,0,15,35,37,28,40,30,42,,,,,,,,,227,227,0,11,204,6,0,6,16,31.4503,-84.7091,43-Rural: Remote,Calhoun County,14.2,1-Yes,1-Yes,0,0,0,0,5,6,112,92,5,1,0,0,4,2,126,101,1,,,Regular school,Currently operational ,Elementary,0,No,No
-9133599.795,3815943.399,18896,1.30081E+11,2018-2019,GA,1300810,GA-621,Candler County,Metter Elementary School,33661 Ga Highway 129 S,,Metter,GA,30439,    ,(912)685-5050,PK,5,Not Virtual,1024,1024,0,148,160,159,175,151,161,184,,,,,,,,,1138,1138,0,246,307,530,0,48,68.5,32.400174,-82.048552,33-Town: Remote,Candler County,16.6,1-Yes,1-Yes,0,0,5,2,125,121,154,153,281,249,0,0,25,23,590,548,1,,,Regular school,Currently operational ,Elementary,7,No,No
-9133796.833,3811252.851,18897,1.30081E+11,2018-2019,GA,1300810,GA-621,Candler County,Metter High School,34905 Ga Highway 129 S,,Metter,GA,30439,    ,(912)685-2134,9,12,Not Virtual,548,548,0,,,,,,,,,,,202,171,119,117,,609,609,0,114,173,310,3,8,35.90000153,32.364481,-82.050373,41-Rural: Fringe,Candler County,17,1-Yes,1-Yes,0,0,0,1,56,58,88,85,166,144,2,1,4,4,316,293,1,,,Regular school,Currently operational ,High,1,No,No
-9133885.16,3810939.141,18898,1.30081E+11,2018-2019,GA,1300810,GA-621,Candler County,Metter Middle School,33661 Ga Highway 129 S,,Metter,GA,30439,    ,(912)685-5580,6,8,Not Virtual,454,454,0,,,,,,,,176,167,161,,,,,,504,504,0,109,172,203,2,14,26.60000038,32.362092,-82.05114,41-Rural: Fringe,Candler County,18.9,1-Yes,1-Yes,0,0,1,3,50,59,100,72,104,99,2,0,7,7,264,240,1,,,Regular school,Currently operational ,Middle,4,No,No
-9128388.488,3612726.928,18899,1.30099E+11,2018-2019,GA,1300990,GA-624,Charlton County,Charlton County High School,994 Indian Trl,,Folkston,GA,31537,    ,(912)496-2501,9,12,Not Virtual,257,208,49,,,,,,,,,,,119,102,99,105,,425,425,0,10,133,256,0,23,24,30.845643,-82.001697,32-Town: Distant,Charlton County,17.7,Not Applicable,Not Applicable,0,0,1,2,7,3,69,64,121,135,0,0,11,12,209,216,1,,,Regular school,Currently operational ,High,3,No,No
-9132485.513,3571224.827,18900,1.30099E+11,2018-2019,GA,1300990,GA-624,Charlton County,St. George Elementary School,13215 Florida Ave,,Folkston,GA,31537,    ,(912)843-2383,PK,6,Not Virtual,131,93,38,19,25,24,16,26,21,25,20,,,,,,,,176,176,0,7,2,157,0,10,13,30.525103,-82.038545,42-Rural: Distant,Charlton County,13.5,1-Yes,1-Yes,0,0,0,0,3,4,1,1,86,71,0,0,7,3,97,79,1,,,Regular school,Currently operational ,Elementary,0,No,No
-9129754.163,3608992.174,18901,1.30099E+11,2018-2019,GA,1300990,GA-624,Charlton County,Folkston Elementary School,34754 Okefenokee Dr,,Folkston,GA,31537,    ,(912)496-7369,PK,3,Not Virtual,348,292,56,74,111,113,122,110,,,,,,,,,,,530,530,1,8,184,291,0,41,34.90000153,30.816828,-82.014062,41-Rural: Fringe,Charlton County,15.2,1-Yes,1-Yes,0,1,3,2,3,5,92,92,143,148,0,0,18,23,259,271,1,,,Regular school,Currently operational ,Elementary,5,No,No
-9211701.452,3639123.752,18902,1.30126E+11,2018-2019,GA,1301260,GA-632,Clinch County,Clinch County High School,1 Panther Way,,Homerville,GA,31634,    ,(912)487-5366,8,12,Not Virtual,285,255,30,,,,,,,,,,97,91,82,101,91,,462,462,3,16,157,267,0,19,30.10000038,31.049029,-82.750117,32-Town: Distant,Clinch County,15.3,Not Applicable,Not Applicable,1,2,0,0,9,7,78,79,146,121,0,0,11,8,245,217,1,,,Regular school,Currently operational ,High,0,No,No
-9214093.082,3638449.665,18903,1.30126E+11,2018-2019,GA,1301260,GA-632,Clinch County,Clinch County Middle School,575 Woodlake Dr,,Homerville,GA,31634,    ,(912)487-5385,5,7,Not Virtual,277,277,0,,,,,,,103,94,95,,,,,,,292,292,0,17,96,162,0,17,21.10000038,31.043965,-82.771591,41-Rural: Fringe,Clinch County,13.8,1-Yes,1-Yes,0,0,0,0,11,6,43,53,87,75,0,0,11,6,152,140,1,,,Regular school,Currently operational ,Middle,0,No,No
-9214093.082,3638449.665,18904,1.30126E+11,2018-2019,GA,1301260,GA-632,Clinch County,Clinch County Elementary School,575 Woodlake Dr,,Homerville,GA,31634,    ,(912)487-5385,PK,4,Not Virtual,570,570,0,88,100,103,91,116,100,,,,,,,,,,598,598,4,30,223,307,0,31,34.90000153,31.043829,-82.771615,41-Rural: Fringe,Clinch County,17.1,1-Yes,1-Yes,1,3,1,2,15,15,117,106,165,142,0,0,14,17,313,285,1,,,Regular school,Currently operational ,Elementary,3,No,No
-9287785.171,3652827.602,18905,1.30147E+11,2018-2019,GA,1301470,GA-637,Cook County,Cook County Middle School,1601 N Elm St,,Sparks,GA,31647,    ,(229)549-5999,6,8,Not Virtual,609,609,0,,,,,,,,236,267,221,,,,,,724,724,1,64,251,377,0,20,51.79999924,31.154384,-83.433634,41-Rural: Fringe,Cook County,14,1-Yes,1-Yes,0,1,7,4,42,22,134,117,170,207,0,0,7,13,360,364,1,,,Regular school,Currently operational ,Middle,11,No,No
-9285026.644,3654439.419,18906,1.30147E+11,2018-2019,GA,1301470,GA-637,Cook County,Cook Primary School,1531 Patterson St,,Adel,GA,31620,    ,(229)549-7713,PK,2,Not Virtual,819,819,0,174,202,205,238,,,,,,,,,,,,819,819,2,89,263,427,0,34,58.5,31.166918,-83.408819,41-Rural: Fringe,Cook County,14,1-Yes,1-Yes,1,1,2,2,44,45,143,120,208,219,0,0,16,18,414,405,1,,,Regular school,Currently operational ,Elementary,4,No,No
-9260437.701,3790260.525,18907,1.30177E+11,2018-2019,GA,1301770,GA-645,Dodge County,Dodge County Middle School,5911 Oak St,,Eastman,GA,31023,    ,(478)374-6492,6,8,Not Virtual,588,588,0,,,,,,,,239,227,213,,,,,,679,679,2,37,216,393,2,26,49.70000076,32.20512,-83.187955,32-Town: Distant,Dodge County,13.7,1-Yes,1-Yes,0,2,3,0,19,18,105,111,203,190,2,0,12,14,344,335,1,,,Regular school,Currently operational ,Middle,3,No,No
-9257305.482,3785708.48,18908,1.30177E+11,2018-2019,GA,1301770,GA-645,Dodge County,South Dodge Elementary School,1118 McRae Hwy,,Eastman,GA,31023,    ,(478)374-6691,PK,5,Not Virtual,720,720,0,112,119,97,115,108,131,149,,,,,,,,,831,831,0,24,355,414,0,37,54.5,32.170405,-83.159802,41-Rural: Fringe,Dodge County,15.2,1-Yes,1-Yes,0,0,1,0,17,7,181,174,201,213,0,0,23,14,423,408,1,,,Regular school,Currently operational ,Elementary,1,No,No
-9263060.341,3790918.988,18909,1.30177E+11,2018-2019,GA,1301770,GA-645,Dodge County,North Dodge Elementary School,167 Orphans Cemetery Rd,,Eastman,GA,31023,    ,(478)374-6690,KG,5,Not Virtual,584,584,0,,120,117,106,129,103,99,,,,,,,,,674,674,3,30,212,407,0,19,52,32.210013,-83.211529,41-Rural: Fringe,Dodge County,13,1-Yes,1-Yes,2,1,1,2,18,12,105,107,209,198,0,0,9,10,344,330,1,,,Regular school,Currently operational ,Elementary,3,No,No
-9328605.942,3776986.554,18910,1.3018E+11,2018-2019,GA,1301800,GA-646,Dooly County,Dooly County High School,712 N 3rd St,,Vienna,GA,31092,    ,(229)268-8181,9,12,Not Virtual,141,141,0,,,,,,,,,,,90,78,80,81,,329,329,1,43,258,23,0,3,24.60000038,32.104004,-83.800364,32-Town: Distant,Dooly County,13.4,1-Yes,1-Yes,1,0,1,0,27,16,116,142,14,9,0,0,2,1,161,168,1,,,Regular school,Currently operational ,High,1,No,No
-9324841.843,3787602.948,18911,1.3018E+11,2018-2019,GA,1301800,GA-646,Dooly County,Dooly County Middle School,11949 US Highway 41,,Pinehurst,GA,31070,    ,(229)645-3421,6,8,Not Virtual,106,106,0,,,,,,,,82,96,87,,,,,,265,265,1,50,188,19,0,5,19.20000076,32.184771,-83.766495,42-Rural: Distant,Dooly County,13.8,1-Yes,1-Yes,1,0,2,0,22,28,96,92,10,9,0,0,1,4,132,133,1,,,Regular school,Currently operational ,Middle,2,No,No
